ID,Purchase Order ID,Product,Quantity,Unit Cost,Date Received,Posted To Inventory,Inventory ID,Group By,Display,Title,Filter Row Source,Default,Tax Status Name,Company,Last Name,First Name,E-mail Address,Job Title,Business Phone,Home Phone,Mobile Phone,Fax Number,Address,City,State/Province,ZIP/Postal Code,Country/Region,Web Page,Notes,Attachments,Order ID,Unit Price,Discount,Status ID,Date Allocated,String ID,String Data,Status Name,Supplier IDs,Product Code,Product Name,Description,Standard Cost,List Price,Reorder Level,Target Level,Quantity Per Unit,Discontinued,Minimum Reorder Quantity,Category,Privilege ID,Privilege Name,Invoice Date,Due Date,Tax,Shipping,Amount Due,Status,Transaction ID,Transaction Type,Transaction Created Date,Transaction Modified Date,Product ID,Customer Order ID,Comments,Employee ID,Type Name,Supplier ID,Created By,Submitted Date,Creation Date,Expected Date,Shipping Fee,Taxes,Payment Date,Payment Amount,Payment Method,Approved By,Approved Date,Submitted By
258.0,93.0,Northwind Traders Ravioli,80.0,15.0,2006-01-22,True,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.0,91.0,Northwind Traders Hot Pepper Sauce,40.0,16.0,2006-01-22,True,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.0,91.0,Northwind Traders Tomato Sauce,80.0,13.0,2006-01-22,True,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.0,94.0,Northwind Traders Mozzarella,40.0,26.0,2006-01-22,True,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.0,92.0,Northwind Traders Almonds,20.0,8.0,2006-01-22,True,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.0,92.0,Northwind Traders Mustard,60.0,10.0,2006-01-22,True,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.0,95.0,Northwind Traders Dried Plums,75.0,3.0,2006-01-22,True,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.0,90.0,Northwind Traders Green Tea,125.0,2.0,2006-01-22,True,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.0,96.0,Northwind Traders Beer,100.0,10.0,2006-01-22,True,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.0,97.0,Northwind Traders Chocolate Biscuits Mix,30.0,7.0,2006-01-22,True,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.0,98.0,Northwind Traders Clam Chowder,200.0,7.0,2006-01-22,True,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.0,99.0,Northwind Traders Coffee,300.0,34.0,2006-01-22,True,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.0,100.0,Northwind Traders Chocolate,100.0,10.0,2006-01-22,True,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.0,101.0,Northwind Traders Green Tea,200.0,2.0,2006-01-22,True,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.0,102.0,Northwind Traders Coffee,300.0,34.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0,103.0,Northwind Traders Chocolate Biscuits Mix,10.0,7.0,2006-04-17,True,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0,104.0,Northwind Traders Clam Chowder,50.0,7.0,2006-04-06,True,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.0,105.0,Northwind Traders Ravioli,100.0,15.0,2006-04-05,True,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.0,106.0,Northwind Traders Mozzarella,50.0,26.0,2006-04-05,True,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.0,107.0,Northwind Traders Beer,300.0,10.0,2006-04-05,True,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278.0,108.0,Northwind Traders Curry Sauce,25.0,30.0,2006-04-05,True,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279.0,109.0,Northwind Traders Chocolate Biscuits Mix,25.0,7.0,2006-04-05,True,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,110.0,Northwind Traders Coffee,250.0,34.0,2006-04-10,True,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281.0,90.0,Northwind Traders Chai,40.0,14.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0,92.0,Northwind Traders Chocolate Biscuits Mix,20.0,7.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283.0,111.0,Northwind Traders Beer,50.0,10.0,2006-04-04,True,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.0,91.0,Northwind Traders Syrup,50.0,8.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286.0,91.0,Northwind Traders Cajun Seasoning,40.0,16.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.0,140.0,Northwind Traders Brownie Mix,10.0,9.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.0,141.0,Northwind Traders Boysenberry Spread,10.0,18.75,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0,142.0,Northwind Traders Chai,1.0,13.5,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.0,146.0,Northwind Traders Marmalade,40.0,60.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.0,146.0,Northwind Traders Dried Apples,40.0,39.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294.0,147.0,Northwind Traders Crab Meat,120.0,13.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0,148.0,Northwind Traders Mozzarella,40.0,26.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Category,Category,Sales By Category,SELECT DISTINCT [Category] FROM [Products] ORDER BY [Category];,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Country/Region,Country/Region,Sales By Country,SELECT DISTINCT [Country/Region] FROM [Customers Extended] ORDER BY [Country/Region];,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Customer ID,Customer,Sales By Customer,SELECT DISTINCT [Company] FROM [Customers Extended] ORDER BY [Company];,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Employee ID,Employee,Sales By Employee,SELECT DISTINCT [Employee Name] FROM [Employees Extended] ORDER BY [Employee Name];,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Product ID,Product,Sales by Product,SELECT DISTINCT [Product Name] FROM [Products] ORDER BY [Product Name];,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,Tax Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,,,,,,,,,,,Taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,,,,,,,,,,,,Supplier A,Andersen,Elizabeth A.,,Sales Manager,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,,Supplier B,Weiler,Cornelia,,Sales Manager,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,Supplier C,Kelley,Madeleine,,Sales Representative,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,,Supplier D,Sato,Naoki,,Marketing Manager,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,Supplier E,Hernandez-Echevarria,Amaya,,Sales Manager,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,,,,,,,,,,,,,,Supplier F,Hayakawa,Satomi,,Marketing Assistant,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,,,,,,,,,,,,,,Supplier G,Glasson,Stuart,,Marketing Manager,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,,,,,,,,,,,,,,Supplier H,Dunton,Bryn Paul,,Sales Representative,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,,,,,,,,,,,,,,Supplier I,Sandberg,Mikael,,Sales Manager,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,,,,,,,,,,,,,,Supplier J,Sousa,Luis,,Sales Manager,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,96.0,Northwind Traders Beer,100.0,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,14.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,,Northwind Traders Dried Plums,30.0,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,3.5,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,,Northwind Traders Dried Pears,10.0,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,30.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,,Northwind Traders Dried Apples,10.0,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,53.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,,Northwind Traders Dried Plums,10.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,3.5,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,,Northwind Traders Chai,15.0,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,18.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,,Northwind Traders Coffee,20.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,46.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,97.0,Northwind Traders Chocolate Biscuits Mix,30.0,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,9.2,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,,Northwind Traders Chocolate Biscuits Mix,20.0,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,34.0,9.2,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,,Northwind Traders Chocolate,10.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,35.0,12.75,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,98.0,Northwind Traders Clam Chowder,200.0,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,36.0,9.65,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,,Northwind Traders Curry Sauce,17.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,37.0,40.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,99.0,Northwind Traders Coffee,300.0,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,38.0,46.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,100.0,Northwind Traders Chocolate,100.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,39.0,12.75,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,101.0,Northwind Traders Green Tea,200.0,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,2.99,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,102.0,Northwind Traders Coffee,300.0,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,41.0,46.0,0.0,Allocated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,,Northwind Traders Boysenberry Spread,10.0,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,42.0,25.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,,Northwind Traders Cajun Seasoning,10.0,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,42.0,22.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,103.0,Northwind Traders Chocolate Biscuits Mix,10.0,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,42.0,9.2,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,,Northwind Traders Dried Plums,20.0,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,43.0,3.5,0.0,Allocated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,,Northwind Traders Green Tea,50.0,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,43.0,2.99,0.0,Allocated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,,Northwind Traders Chai,25.0,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,44.0,18.0,0.0,Allocated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,,Northwind Traders Coffee,25.0,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,44.0,46.0,0.0,Allocated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,,Northwind Traders Green Tea,25.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,44.0,2.99,0.0,Allocated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,104.0,Northwind Traders Clam Chowder,50.0,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,45.0,9.65,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,,Northwind Traders Crab Meat,50.0,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,45.0,18.4,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,105.0,Northwind Traders Ravioli,100.0,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,46.0,19.5,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,106.0,Northwind Traders Mozzarella,50.0,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,46.0,34.8,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,107.0,Northwind Traders Beer,300.0,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,47.0,14.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,108.0,Northwind Traders Curry Sauce,25.0,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,48.0,40.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,109.0,Northwind Traders Chocolate Biscuits Mix,25.0,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,48.0,9.2,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,,Northwind Traders Scones,20.0,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,50.0,10.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,,Northwind Traders Olive Oil,25.0,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,51.0,21.35,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,,Northwind Traders Clam Chowder,30.0,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,51.0,9.65,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,,Northwind Traders Crab Meat,30.0,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,51.0,18.4,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,111.0,Northwind Traders Chocolate,10.0,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,12.75,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,,Northwind Traders Beer,87.0,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,55.0,14.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,,Northwind Traders Dried Pears,30.0,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,79.0,30.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,,Northwind Traders Dried Apples,30.0,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,79.0,53.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,,Northwind Traders Fruit Cocktail,40.0,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,78.0,39.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,,Northwind Traders Boysenberry Spread,90.0,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,77.0,25.0,0.0,Invoiced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
